#layer=1
9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,19,19,19,19,9,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9
9,9,19,9,19,19,19,19,9,9,9,19,9,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,19,9
9,9,19,9,19,9,9,19,9,9,9,19,9,9,19,19,9,9,9,9,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,19,19,9,9,9,9,9,9,9,19,9
9,9,19,19,19,9,9,19,9,9,9,19,19,19,19,9,9,9,9,9,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,19,19,9,9,9,9,9,9,19,9
9,9,9,19,19,9,9,19,19,9,19,19,19,9,9,9,9,9,9,9,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,19,19,9,9,9,9,19,19,9
9,9,9,19,19,9,9,19,9,9,9,19,9,9,9,9,9,9,9,9,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,19,19,9,9,9,19,19,9
9,19,19,19,19,9,9,19,9,9,9,19,9,9,9,9,9,9,19,19,19,9,9,9,9,9,9,9,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,19,9,9,9,9,19,9
9,19,9,9,9,9,9,19,9,9,9,19,19,9,9,9,9,19,19,9,19,9,9,9,9,9,9,9,19,19,19,19,19,9,9,19,9,9,9,19,9,9,9,19,9,9,9,9,19,9
9,19,9,9,9,9,9,19,19,19,19,19,19,19,9,9,19,19,9,9,19,9,9,9,9,9,9,9,19,9,9,9,9,9,9,19,9,9,9,19,9,19,19,19,9,9,9,19,19,9
9,19,19,19,19,9,9,19,9,19,9,9,19,19,19,19,19,19,9,9,19,9,9,9,9,9,9,9,19,9,9,9,9,9,9,19,9,9,9,19,9,19,19,9,9,9,19,19,9,9
9,9,9,9,19,9,9,19,9,19,9,9,19,9,9,9,9,19,9,9,19,9,9,9,9,9,9,9,19,19,19,19,19,9,9,19,9,9,9,19,9,19,19,9,9,9,19,9,9,9
9,9,9,9,19,9,9,19,9,19,19,19,19,9,9,9,9,9,9,9,19,9,9,9,9,9,9,9,9,9,9,9,19,9,9,19,9,9,9,19,9,19,19,9,9,19,19,9,9,9
9,19,19,19,19,9,9,19,9,19,9,19,9,9,9,9,9,9,9,9,19,9,9,9,9,9,9,9,9,9,9,9,19,9,9,19,9,9,9,19,9,19,19,9,9,19,19,9,9,9
9,19,9,9,9,9,9,19,19,19,9,19,9,9,9,9,9,9,9,9,19,9,9,9,19,19,19,19,19,9,19,19,19,9,9,19,9,9,9,19,9,19,9,9,9,19,19,9,9,9
9,19,9,9,9,9,9,19,9,9,9,19,19,9,9,9,9,9,9,9,19,9,9,9,19,19,19,9,19,9,19,9,19,9,9,19,9,9,9,19,9,19,9,9,9,19,19,9,9,9
9,19,19,19,19,9,9,19,9,9,9,9,19,19,19,19,19,9,9,9,19,9,9,9,19,19,19,9,19,9,19,9,19,9,9,19,19,9,9,19,9,19,9,9,9,19,19,9,9,9
9,9,9,9,19,9,9,19,19,19,19,9,9,19,9,9,19,9,9,19,19,9,9,9,19,19,19,9,19,19,19,9,19,9,9,9,19,9,9,19,9,19,9,9,9,19,19,19,19,9
9,9,9,9,19,9,9,9,9,9,9,9,9,9,9,9,19,19,19,19,9,9,9,9,9,9,19,9,9,9,9,9,9,19,9,9,19,9,9,19,9,19,9,9,9,9,9,9,19,9
9,19,19,19,19,9,9,9,9,9,9,9,9,9,19,19,19,9,19,9,9,9,9,9,9,9,19,9,9,9,9,9,9,9,19,19,19,9,9,19,9,19,9,9,9,9,9,9,19,9
9,19,9,9,9,9,9,19,19,19,19,19,19,19,19,19,19,9,19,9,9,19,19,19,19,19,19,19,19,19,19,19,9,9,19,9,9,9,9,19,9,19,19,9,9,9,9,9,19,9
9,19,9,9,9,9,9,19,19,19,9,9,9,9,19,19,19,19,19,9,9,19,19,19,19,19,19,19,19,19,19,19,9,9,19,9,9,9,9,19,9,19,19,9,9,9,9,9,19,9
9,19,19,19,19,9,9,19,9,9,9,9,9,9,9,9,9,9,9,9,9,19,19,19,19,19,19,19,19,19,19,19,9,9,19,19,9,9,19,19,9,19,19,19,19,19,9,9,19,9
9,9,9,9,19,9,9,19,9,9,9,19,19,19,9,9,9,9,9,9,9,19,19,19,19,19,19,19,19,19,19,19,9,9,9,19,19,19,19,9,9,19,19,9,9,19,19,19,19,9
9,9,9,9,19,9,9,19,19,9,9,19,19,19,9,19,19,19,19,9,9,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,19,19,9,9,9,19,19,19,19,9
9,19,19,19,19,9,9,9,19,9,9,19,19,19,19,19,9,9,19,19,19,19,19,19,19,19,3,19,19,19,19,19,19,19,19,9,9,9,9,19,19,9,9,9,9,9,9,9,19,9
9,19,9,9,9,9,9,9,19,9,9,19,19,19,9,19,9,9,19,9,9,19,19,19,19,19,19,19,19,19,19,19,9,9,19,9,9,19,19,19,9,9,9,9,9,9,9,9,19,9
9,19,9,9,9,9,9,19,19,9,9,19,19,19,9,19,9,9,19,9,9,19,19,19,19,19,19,19,19,19,19,19,9,9,19,9,9,9,19,19,9,9,19,19,19,19,9,19,19,9
9,19,19,19,19,9,9,19,9,9,9,9,9,9,9,19,19,19,19,9,9,19,19,19,19,19,19,19,19,19,19,19,9,9,19,9,9,9,9,19,9,9,19,19,9,19,19,19,9,9
9,9,9,9,19,9,9,19,9,9,9,9,9,9,19,19,9,9,19,9,9,19,19,19,19,19,19,19,19,19,19,19,9,9,19,19,19,9,9,19,9,9,19,9,9,9,9,9,9,9
